country,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,corruption_perceptions,avg_happiness_score,annual_average,avg_annual_region,avg_annual,happiness_category
Somaliland,5.0569999999999995,0.22202500000000003,0.85507,0.38490500000000005,0.42855999999999994,0.508985,0.38361,5.0569999999999995,5.378959445295493,4.16961052631579,5.378959445295493,Moderately happy
South Africa,4.846122198333333,1.0678321272222222,1.2178983203333336,0.29234490433333327,0.43654761733333336,0.11978435866666667,0.059111293,4.846122198333334,5.444338486093167,4.298487007476782,5.444338486093167,Not happy
South Korea,5.892266625333334,1.4361187882222222,1.0218349976666667,0.8900651857777778,0.3018931128888889,0.16197647033333334,0.09940099455555557,5.892266625333334,5.444338486093167,5.732149987592592,5.444338486093167,Moderately happy
South Sudan,3.2693200327999996,0.34465432,0.5045583268,0.2004210074,0.106258338,0.23611908479999996,0.1110200624,3.2693200328000005,5.398491350502495,4.22538805645965,5.398491350502495,Not happy
Spain,6.3956555294444435,1.411730348111111,1.3530477875555558,0.8892092981111109,0.44230278288888886,0.14959545022222223,0.09876043066666668,6.395655529444441,5.444338486093167,6.811899206957673,5.444338486093167,Happy
Sri Lanka,4.379888910888889,1.0455841213333334,1.097644053,0.6585886160000001,0.5352528574444444,0.29795441199999995,0.06728094777777777,4.379888910888888,5.444338486093167,4.463861366407407,5.444338486093167,Not happy
Sudan,4.241749984749999,0.604069173,1.0718321425000001,0.317322706,0.03295146375,0.17192686275,0.10470937999999999,4.2417499847499975,5.3719637282579615,4.1615488540232795,5.3719637282579615,Not happy
Suriname,6.269,1.0461,0.8753299999999999,0.558765,0.5594549999999999,0.16827999999999999,0.131625,6.269,5.378959445295493,6.123215909090909,5.378959445295493,Happy
Swaziland,4.423775056,0.7998999355,0.9949187977500001,0.091311457,0.310628947,0.09771370824999999,0.11484146825,4.423775056,5.4472272800213775,4.345204272106838,5.4472272800213775,Not happy
Sweden,7.3434999787777775,1.5179047217777777,1.3391355412222221,0.8454917354444444,0.655689088888889,0.2935985716666667,0.43439723333333335,7.3434999787777775,5.444338486093167,6.811899206957673,5.444338486093167,Happy
Switzerland,7.493322196111112,1.5961770892222225,1.3696739057777778,0.8780138304444445,0.6377961163333334,0.2398016702222222,0.4061959095555555,7.493322196111113,5.444338486093167,6.811899206957673,5.444338486093167,Happy
Syria,3.2921999786000002,0.6991086268,0.3559305214,0.5662806683999999,0.081699889,0.4312847456,0.1595474262,3.2921999786000002,5.3789902133756,5.336474733578947,5.3789902133756,Not happy
Taiwan,6.452488880111111,1.4943741193333335,1.228859557888889,0.778263581111111,0.43278233066666666,0.1771854644444444,0.11143728755555557,6.452488880111113,5.444338486093167,5.732149987592592,5.444338486093167,Happy
Tajikistan,5.246411079333333,0.5879342501111111,1.0570545537777776,0.5486455474444445,0.47766087533333335,0.19023719655555557,0.186107451,5.246411079333334,5.444338486093167,5.643245552422223,5.444338486093167,Moderately happy
Thailand,6.127866620777777,1.1571220074444444,1.2562357747777777,0.6797494305555556,0.587535615111111,0.4246769026666667,0.027516733,6.1278666207777786,5.444338486093167,5.37134784239352,5.444338486093167,Happy
Togo,3.8071333283333337,0.3769412203333334,0.374272821,0.2788196385555556,0.3411416863333333,0.17851671144444445,0.11051905233333333,3.8071333283333337,5.444338486093167,4.298487007476782,5.444338486093167,Not happy
Trinidad and Tobago,6.179983332833333,1.2534245703333333,1.3209641233333331,0.5994536415,0.5298219788333333,0.2530741195,0.013808868666666668,6.179983332833332,5.394698488287944,6.015100108867604,5.394698488287944,Happy
Tunisia,4.6270222023333325,1.018153165888889,0.752717685111111,0.6556743075555554,0.2634168051111111,0.04624938888888889,0.053655857999999994,4.6270222023333325,5.444338486093167,5.268499088774629,5.444338486093167,Not happy
Turkey,5.168311130555555,1.2848159583333334,1.1022669275555554,0.6723156557777776,0.2345757066666667,0.08557540122222222,0.11462164699999998,5.168311130555555,5.444338486093167,5.268499088774629,5.444338486093167,Moderately happy
Turkmenistan,5.4462625151249995,1.0970475435,1.3538095135,0.519761764625,0.480711075625,0.26143928925000004,0.12698552875000002,5.446262515125,5.4318256497959885,5.620119996475001,5.4318256497959885,Moderately happy
Uganda,4.2448888901111115,0.42577534922222227,1.0134394591111109,0.296644919,0.41885205677777776,0.2610281588888889,0.061108729,4.244888890111112,5.444338486093167,4.298487007476782,5.444338486093167,Not happy
Ukraine,4.5696333483333325,0.9675585063333335,1.2365293387777778,0.5930842592222222,0.289357609,0.2014436421111111,0.01606451455555556,4.5696333483333325,5.444338486093167,5.589284174912879,5.444338486093167,Not happy
United Arab Emirates,6.691088873111111,1.6916910877777778,1.0737190250000002,0.686310297111111,0.6071112634444444,0.24975421411111112,0.27351788525,6.691088873111112,5.444338486093167,5.268499088774629,5.444338486093167,Happy
United Kingdom,6.9463889402222225,1.4564327752222224,1.3187227836666666,0.8224862243333333,0.538552077,0.37754306666666665,0.27974330133333336,6.9463889402222225,5.444338486093167,6.811899206957673,5.444338486093167,Happy
United Republic of Tanzania,3.5361333423333337,0.530338777888889,0.8326193829999999,0.3739263487777777,0.46419342955555554,0.29103191911111115,0.15470844088888888,3.536133342333333,5.444338486093167,4.298487007476782,5.444338486093167,Not happy
United States of America,6.972844446888889,1.5720795693333334,1.3021819188888888,0.7309660709999999,0.5282243075555556,0.30617131555555555,0.15105594766666666,6.972844446888887,5.444338486093167,7.176058332472222,5.444338486093167,Happy
Uruguay,6.443900021,1.2383100168888888,1.2965154447777778,0.7252861898888888,0.6046843693333332,0.14557784666666668,0.20866743855555558,6.443900020999999,5.444338486093167,5.9905635228708,5.444338486093167,Happy
Uzbekistan,6.082733336222223,0.8367160041111111,1.341168799111111,0.5753695934444445,0.6828009987777778,0.3261027411111111,0.2595976097777778,6.082733336222223,5.444338486093167,5.643245552422223,5.444338486093167,Happy
Venezuela,5.304244418666666,0.7649533154444446,1.2318738286666666,0.630969973,0.2529182604444445,0.097900976,0.0732051,5.304244418666666,5.444338486093167,5.9905635228708,5.444338486093167,Moderately happy
Vietnam,5.309499974555555,0.8614633285555555,1.1068884551111111,0.6711814428888888,0.6293190183333333,0.1684229746666667,0.09638352177777777,5.309499974555554,5.444338486093167,5.37134784239352,5.444338486093167,Moderately happy
Yemen,3.688924994,0.48240815274999993,0.922339921,0.36227513575,0.257824400875,0.095166777625,0.07619744375,3.688924994,5.4318256497959885,5.287426859486842,5.4318256497959885,Not happy
Zambia,4.277377758888889,0.6408489491111111,0.8418827311111111,0.2788221372222222,0.4843123368888889,0.21797456077777777,0.09004319866666666,4.277377758888889,5.444338486093167,4.298487007476782,5.444338486093167,Not happy
Zimbabwe,3.6306888953333334,0.4786467284444444,0.9229412376666666,0.258783485,0.3382987696666666,0.15259918677777776,0.09199043999999999,3.6306888953333325,5.444338486093167,4.298487007476782,5.444338486093167,Not happy
